,country,year,sex,age,SuicidesNo,population,HDIForYear,GDPForYearMoney,suicidesper100k,Generation,TotalPopulationYear,GDPperCapita
265,Antigua and Barbuda,1985,female,25-34 years,0,6344,0.0,240923926,0.0,Boomers,62574,3850.224150605683
266,Antigua and Barbuda,1985,female,35-54 years,0,6173,0.0,240923926,0.0,Boomers,62574,3850.224150605683
267,Antigua and Barbuda,1985,female,5-14 years,0,7339,0.0,240923926,0.0,Generation X,62574,3850.224150605683
268,Antigua and Barbuda,1985,female,55-74 years,0,3778,0.0,240923926,0.0,Silent,62574,3850.224150605683
269,Antigua and Barbuda,1985,female,75+ years,0,949,0.0,240923926,0.0,GI Generation,62574,3850.224150605683
270,Antigua and Barbuda,1985,male,15-24 years,0,7667,0.0,240923926,0.0,Generation X,62574,3850.224150605683
271,Antigua and Barbuda,1985,male,25-34 years,0,6194,0.0,240923926,0.0,Boomers,62574,3850.224150605683
272,Antigua and Barbuda,1985,male,35-54 years,0,5970,0.0,240923926,0.0,Boomers,62574,3850.224150605683
273,Antigua and Barbuda,1985,male,5-14 years,0,7304,0.0,240923926,0.0,Generation X,62574,3850.224150605683
274,Antigua and Barbuda,1985,male,55-74 years,0,2723,0.0,240923926,0.0,Silent,62574,3850.224150605683
275,Antigua and Barbuda,1985,male,75+ years,0,424,0.0,240923926,0.0,GI Generation,62574,3850.224150605683
276,Antigua and Barbuda,1986,female,15-24 years,0,7668,0.0,290440148,0.0,Generation X,61270,4740.33210380284
277,Antigua and Barbuda,1986,female,25-34 years,0,6209,0.0,290440148,0.0,Boomers,61270,4740.33210380284
278,Antigua and Barbuda,1986,female,35-54 years,0,6101,0.0,290440148,0.0,Boomers,61270,4740.33210380284
279,Antigua and Barbuda,1986,female,5-14 years,0,6907,0.0,290440148,0.0,Millenials,61270,4740.33210380284
280,Antigua and Barbuda,1986,female,55-74 years,0,3764,0.0,290440148,0.0,Silent,61270,4740.33210380284
281,Antigua and Barbuda,1986,female,75+ years,0,1014,0.0,290440148,0.0,GI Generation,61270,4740.33210380284
282,Antigua and Barbuda,1986,male,15-24 years,0,7563,0.0,290440148,0.0,Generation X,61270,4740.33210380284
283,Antigua and Barbuda,1986,male,25-34 years,0,6023,0.0,290440148,0.0,Boomers,61270,4740.33210380284
284,Antigua and Barbuda,1986,male,35-54 years,0,5947,0.0,290440148,0.0,Boomers,61270,4740.33210380284
285,Antigua and Barbuda,1986,male,5-14 years,0,6827,0.0,290440148,0.0,Millenials,61270,4740.33210380284
286,Antigua and Barbuda,1986,male,55-74 years,0,2771,0.0,290440148,0.0,Silent,61270,4740.33210380284
287,Antigua and Barbuda,1986,male,75+ years,0,476,0.0,290440148,0.0,GI Generation,61270,4740.33210380284
288,Antigua and Barbuda,1987,female,15-24 years,0,7583,0.0,337174852,0.0,Generation X,60261,5595.241565855196
289,Antigua and Barbuda,1987,female,25-34 years,0,6101,0.0,337174852,0.0,Boomers,60261,5595.241565855196
290,Antigua and Barbuda,1987,female,35-54 years,0,6059,0.0,337174852,0.0,Boomers,60261,5595.241565855196
291,Antigua and Barbuda,1987,female,5-14 years,0,6623,0.0,337174852,0.0,Millenials,60261,5595.241565855196
292,Antigua and Barbuda,1987,female,55-74 years,0,3738,0.0,337174852,0.0,Silent,60261,5595.241565855196
293,Antigua and Barbuda,1987,female,75+ years,0,1081,0.0,337174852,0.0,GI Generation,60261,5595.241565855196
294,Antigua and Barbuda,1987,male,15-24 years,0,7421,0.0,337174852,0.0,Generation X,60261,5595.241565855196
295,Antigua and Barbuda,1987,male,25-34 years,0,5893,0.0,337174852,0.0,Boomers,60261,5595.241565855196
296,Antigua and Barbuda,1987,male,35-54 years,0,5927,0.0,337174852,0.0,Boomers,60261,5595.241565855196
297,Antigua and Barbuda,1987,male,5-14 years,0,6499,0.0,337174852,0.0,Millenials,60261,5595.241565855196
298,Antigua and Barbuda,1987,male,55-74 years,0,2798,0.0,337174852,0.0,Silent,60261,5595.241565855196
299,Antigua and Barbuda,1987,male,75+ years,0,538,0.0,337174852,0.0,GI Generation,60261,5595.241565855196
300,Antigua and Barbuda,1988,female,15-24 years,0,7413,0.0,398637741,0.0,Generation X,59564,6692.59520851521
301,Antigua and Barbuda,1988,female,25-34 years,0,6041,0.0,398637741,0.0,Boomers,59564,6692.59520851521
302,Antigua and Barbuda,1988,female,35-54 years,0,6021,0.0,398637741,0.0,Boomers,59564,6692.59520851521
303,Antigua and Barbuda,1988,female,5-14 years,0,6527,0.0,398637741,0.0,Millenials,59564,6692.59520851521
304,Antigua and Barbuda,1988,female,55-74 years,0,3708,0.0,398637741,0.0,Silent,59564,6692.59520851521
305,Antigua and Barbuda,1988,female,75+ years,0,1141,0.0,398637741,0.0,GI Generation,59564,6692.59520851521
306,Antigua and Barbuda,1988,male,15-24 years,0,7209,0.0,398637741,0.0,Generation X,59564,6692.59520851521
307,Antigua and Barbuda,1988,male,25-34 years,0,5826,0.0,398637741,0.0,Boomers,59564,6692.59520851521
308,Antigua and Barbuda,1988,male,35-54 years,0,5907,0.0,398637741,0.0,Boomers,59564,6692.59520851521
309,Antigua and Barbuda,1988,male,5-14 years,0,6355,0.0,398637741,0.0,Millenials,59564,6692.59520851521
310,Antigua and Barbuda,1988,male,55-74 years,0,2813,0.0,398637741,0.0,Silent,59564,6692.59520851521
311,Antigua and Barbuda,1988,male,75+ years,0,603,0.0,398637741,0.0,GI Generation,59564,6692.59520851521
312,Antigua and Barbuda,1989,female,15-24 years,0,7152,0.0,438794778,0.0,Generation X,59238,7407.319254532564
313,Antigua and Barbuda,1989,female,25-34 years,0,6059,0.0,438794778,0.0,Boomers,59238,7407.319254532564
314,Antigua and Barbuda,1989,female,35-54 years,0,5969,0.0,438794778,0.0,Boomers,59238,7407.319254532564
315,Antigua and Barbuda,1989,female,5-14 years,0,6621,0.0,438794778,0.0,Millenials,59238,7407.319254532564
316,Antigua and Barbuda,1989,female,55-74 years,0,3696,0.0,438794778,0.0,Silent,59238,7407.319254532564
317,Antigua and Barbuda,1989,female,75+ years,0,1195,0.0,438794778,0.0,GI Generation,59238,7407.319254532564
318,Antigua and Barbuda,1989,male,15-24 years,0,6927,0.0,438794778,0.0,Generation X,59238,7407.319254532564
319,Antigua and Barbuda,1989,male,25-34 years,0,5835,0.0,438794778,0.0,Boomers,59238,7407.319254532564
320,Antigua and Barbuda,1989,male,35-54 years,0,5862,0.0,438794778,0.0,Boomers,59238,7407.319254532564
321,Antigua and Barbuda,1989,male,5-14 years,0,6403,0.0,438794778,0.0,Millenials,59238,7407.319254532564
322,Antigua and Barbuda,1989,male,55-74 years,0,2843,0.0,438794778,0.0,Silent,59238,7407.319254532564
323,Antigua and Barbuda,1989,male,75+ years,0,676,0.0,438794778,0.0,GI Generation,59238,7407.319254532564
324,Antigua and Barbuda,1990,male,35-54 years,1,5799,0.0,459469074,17.24,Boomers,59334,7743.7737890585495
325,Antigua and Barbuda,1990,female,15-24 years,0,6827,0.0,459469074,0.0,Generation X,59334,7743.7737890585495
326,Antigua and Barbuda,1990,female,25-34 years,0,6172,0.0,459469074,0.0,Generation X,59334,7743.7737890585495
327,Antigua and Barbuda,1990,female,35-54 years,0,5895,0.0,459469074,0.0,Boomers,59334,7743.7737890585495
328,Antigua and Barbuda,1990,female,5-14 years,0,6877,0.0,459469074,0.0,Millenials,59334,7743.7737890585495
329,Antigua and Barbuda,1990,female,55-74 years,0,3706,0.0,459469074,0.0,Silent,59334,7743.7737890585495
330,Antigua and Barbuda,1990,female,75+ years,0,1252,0.0,459469074,0.0,GI Generation,59334,7743.7737890585495
331,Antigua and Barbuda,1990,male,15-24 years,0,6598,0.0,459469074,0.0,Generation X,59334,7743.7737890585495
332,Antigua and Barbuda,1990,male,25-34 years,0,5937,0.0,459469074,0.0,Generation X,59334,7743.7737890585495
333,Antigua and Barbuda,1990,male,5-14 years,0,6611,0.0,459469074,0.0,Millenials,59334,7743.7737890585495
334,Antigua and Barbuda,1990,male,55-74 years,0,2902,0.0,459469074,0.0,Silent,59334,7743.7737890585495
335,Antigua and Barbuda,1990,male,75+ years,0,758,0.0,459469074,0.0,GI Generation,59334,7743.7737890585495
336,Antigua and Barbuda,1991,female,15-24 years,0,6595,0.0,481706333,0.0,Generation X,60394,7976.062738020333
337,Antigua and Barbuda,1991,female,25-34 years,0,6396,0.0,481706333,0.0,Generation X,60394,7976.062738020333
338,Antigua and Barbuda,1991,female,35-54 years,0,6198,0.0,481706333,0.0,Boomers,60394,7976.062738020333
339,Antigua and Barbuda,1991,female,5-14 years,0,7089,0.0,481706333,0.0,Millenials,60394,7976.062738020333
340,Antigua and Barbuda,1991,female,55-74 years,0,3665,0.0,481706333,0.0,Silent,60394,7976.062738020333
341,Antigua and Barbuda,1991,female,75+ years,0,1293,0.0,481706333,0.0,GI Generation,60394,7976.062738020333
342,Antigua and Barbuda,1991,male,15-24 years,0,6401,0.0,481706333,0.0,Generation X,60394,7976.062738020333
343,Antigua and Barbuda,1991,male,25-34 years,0,6156,0.0,481706333,0.0,Generation X,60394,7976.062738020333
344,Antigua and Barbuda,1991,male,35-54 years,0,6122,0.0,481706333,0.0,Boomers,60394,7976.062738020333
345,Antigua and Barbuda,1991,male,5-14 years,0,6818,0.0,481706333,0.0,Millenials,60394,7976.062738020333
346,Antigua and Barbuda,1991,male,55-74 years,0,2857,0.0,481706333,0.0,Silent,60394,7976.062738020333
347,Antigua and Barbuda,1991,male,75+ years,0,804,0.0,481706333,0.0,GI Generation,60394,7976.062738020333
348,Antigua and Barbuda,1992,female,15-24 years,0,6369,0.0,499281148,0.0,Generation X,61741,8086.703292787613
349,Antigua and Barbuda,1992,female,25-34 years,0,6650,0.0,499281148,0.0,Generation X,61741,8086.703292787613
350,Antigua and Barbuda,1992,female,35-54 years,0,6534,0.0,499281148,0.0,Boomers,61741,8086.703292787613
351,Antigua and Barbuda,1992,female,5-14 years,0,7311,0.0,499281148,0.0,Millenials,61741,8086.703292787613
352,Antigua and Barbuda,1992,female,55-74 years,0,3648,0.0,499281148,0.0,Silent,61741,8086.703292787613
353,Antigua and Barbuda,1992,female,75+ years,0,1339,0.0,499281148,0.0,GI Generation,61741,8086.703292787613
354,Antigua and Barbuda,1992,male,15-24 years,0,6221,0.0,499281148,0.0,Generation X,61741,8086.703292787613
355,Antigua and Barbuda,1992,male,25-34 years,0,6409,0.0,499281148,0.0,Generation X,61741,8086.703292787613
356,Antigua and Barbuda,1992,male,35-54 years,0,6497,0.0,499281148,0.0,Boomers,61741,8086.703292787613
357,Antigua and Barbuda,1992,male,5-14 years,0,7059,0.0,499281148,0.0,Millenials,61741,8086.703292787613
358,Antigua and Barbuda,1992,male,55-74 years,0,2851,0.0,499281148,0.0,Silent,61741,8086.703292787613
359,Antigua and Barbuda,1992,male,75+ years,0,853,0.0,499281148,0.0,GI Generation,61741,8086.703292787613
360,Antigua and Barbuda,1993,male,25-34 years,1,6668,0.0,535172778,15.0,Generation X,63315,8452.54328358209
361,Antigua and Barbuda,1993,female,15-24 years,0,6182,0.0,535172778,0.0,Generation X,63315,8452.54328358209
362,Antigua and Barbuda,1993,female,25-34 years,0,6914,0.0,535172778,0.0,Generation X,63315,8452.54328358209
363,Antigua and Barbuda,1993,female,35-54 years,0,6917,0.0,535172778,0.0,Boomers,63315,8452.54328358209
364,Antigua and Barbuda,1993,female,5-14 years,0,7529,0.0,535172778,0.0,Millenials,63315,8452.54328358209
365,Antigua and Barbuda,1993,female,55-74 years,0,3662,0.0,535172778,0.0,Silent,63315,8452.54328358209
366,Antigua and Barbuda,1993,female,75+ years,0,1386,0.0,535172778,0.0,GI Generation,63315,8452.54328358209
367,Antigua and Barbuda,1993,male,15-24 years,0,6069,0.0,535172778,0.0,Generation X,63315,8452.54328358209
368,Antigua and Barbuda,1993,male,35-54 years,0,6915,0.0,535172778,0.0,Boomers,63315,8452.54328358209
369,Antigua and Barbuda,1993,male,5-14 years,0,7298,0.0,535172778,0.0,Millenials,63315,8452.54328358209
370,Antigua and Barbuda,1993,male,55-74 years,0,2879,0.0,535172778,0.0,Silent,63315,8452.54328358209
371,Antigua and Barbuda,1993,male,75+ years,0,896,0.0,535172778,0.0,GI Generation,63315,8452.54328358209
372,Antigua and Barbuda,1994,female,15-24 years,0,6083,0.0,589429593,0.0,Generation X,65044,9062.013298690117
373,Antigua and Barbuda,1994,female,25-34 years,0,7151,0.0,589429593,0.0,Generation X,65044,9062.013298690117
374,Antigua and Barbuda,1994,female,35-54 years,0,7357,0.0,589429593,0.0,Boomers,65044,9062.013298690117
375,Antigua and Barbuda,1994,female,5-14 years,0,7722,0.0,589429593,0.0,Millenials,65044,9062.013298690117
376,Antigua and Barbuda,1994,female,55-74 years,0,3715,0.0,589429593,0.0,Silent,65044,9062.013298690117
377,Antigua and Barbuda,1994,female,75+ years,0,1437,0.0,589429593,0.0,GI Generation,65044,9062.013298690117
378,Antigua and Barbuda,1994,male,15-24 years,0,5976,0.0,589429593,0.0,Generation X,65044,9062.013298690117
379,Antigua and Barbuda,1994,male,25-34 years,0,6886,0.0,589429593,0.0,Generation X,65044,9062.013298690117
380,Antigua and Barbuda,1994,male,35-54 years,0,7359,0.0,589429593,0.0,Boomers,65044,9062.013298690117
381,Antigua and Barbuda,1994,male,5-14 years,0,7494,0.0,589429593,0.0,Millenials,65044,9062.013298690117
382,Antigua and Barbuda,1994,male,55-74 years,0,2935,0.0,589429593,0.0,Silent,65044,9062.013298690117
383,Antigua and Barbuda,1994,male,75+ years,0,929,0.0,589429593,0.0,GI Generation,65044,9062.013298690117
384,Antigua and Barbuda,1995,female,15-24 years,0,6099,0.0,577280741,0.0,Generation X,66846,8635.980327917901
385,Antigua and Barbuda,1995,female,25-34 years,0,7333,0.0,577280741,0.0,Generation X,66846,8635.980327917901
386,Antigua and Barbuda,1995,female,35-54 years,0,7851,0.0,577280741,0.0,Boomers,66846,8635.980327917901
387,Antigua and Barbuda,1995,female,5-14 years,0,7885,0.0,577280741,0.0,Millenials,66846,8635.980327917901
388,Antigua and Barbuda,1995,female,55-74 years,0,3808,0.0,577280741,0.0,Silent,66846,8635.980327917901
389,Antigua and Barbuda,1995,female,75+ years,0,1488,0.0,577280741,0.0,GI Generation,66846,8635.980327917901
390,Antigua and Barbuda,1995,male,15-24 years,0,5953,0.0,577280741,0.0,Generation X,66846,8635.980327917901
391,Antigua and Barbuda,1995,male,25-34 years,0,7023,0.0,577280741,0.0,Generation X,66846,8635.980327917901
392,Antigua and Barbuda,1995,male,35-54 years,0,7809,0.0,577280741,0.0,Boomers,66846,8635.980327917901
393,Antigua and Barbuda,1995,male,5-14 years,0,7632,0.0,577280741,0.0,Millenials,66846,8635.980327917901
394,Antigua and Barbuda,1995,male,55-74 years,0,3021,0.0,577280741,0.0,Silent,66846,8635.980327917901
395,Antigua and Barbuda,1995,male,75+ years,0,944,0.0,577280741,0.0,GI Generation,66846,8635.980327917901
396,Antigua and Barbuda,1998,female,15-24 years,0,6529,0.0,727860593,0.0,Millenials,72225,10077.682146071305
397,Antigua and Barbuda,1998,female,25-34 years,0,8332,0.0,727860593,0.0,Generation X,72225,10077.682146071305
398,Antigua and Barbuda,1998,female,35-54 years,0,9615,0.0,727860593,0.0,Boomers,72225,10077.682146071305
399,Antigua and Barbuda,1998,female,5-14 years,0,8183,0.0,727860593,0.0,Millenials,72225,10077.682146071305
400,Antigua and Barbuda,1998,female,55-74 years,0,3921,0.0,727860593,0.0,Silent,72225,10077.682146071305
401,Antigua and Barbuda,1998,female,75+ years,0,1476,0.0,727860593,0.0,GI Generation,72225,10077.682146071305
402,Antigua and Barbuda,1998,male,15-24 years,0,5916,0.0,727860593,0.0,Millenials,72225,10077.682146071305
403,Antigua and Barbuda,1998,male,25-34 years,0,7294,0.0,727860593,0.0,Generation X,72225,10077.682146071305
404,Antigua and Barbuda,1998,male,35-54 years,0,9086,0.0,727860593,0.0,Boomers,72225,10077.682146071305
405,Antigua and Barbuda,1998,male,5-14 years,0,7706,0.0,727860593,0.0,Millenials,72225,10077.682146071305
406,Antigua and Barbuda,1998,male,55-74 years,0,3213,0.0,727860593,0.0,Silent,72225,10077.682146071305
407,Antigua and Barbuda,1998,male,75+ years,0,954,0.0,727860593,0.0,GI Generation,72225,10077.682146071305
408,Antigua and Barbuda,1999,female,15-24 years,0,6589,0.0,766198926,0.0,Millenials,73832,10377.599496153429
409,Antigua and Barbuda,1999,female,25-34 years,0,8526,0.0,766198926,0.0,Generation X,73832,10377.599496153429
410,Antigua and Barbuda,1999,female,35-54 years,0,10311,0.0,766198926,0.0,Boomers,73832,10377.599496153429
411,Antigua and Barbuda,1999,female,5-14 years,0,8314,0.0,766198926,0.0,Millenials,73832,10377.599496153429
412,Antigua and Barbuda,1999,female,55-74 years,0,3968,0.0,766198926,0.0,Silent,73832,10377.599496153429
413,Antigua and Barbuda,1999,female,75+ years,0,1451,0.0,766198926,0.0,GI Generation,73832,10377.599496153429
414,Antigua and Barbuda,1999,male,15-24 years,0,5845,0.0,766198926,0.0,Millenials,73832,10377.599496153429
415,Antigua and Barbuda,1999,male,25-34 years,0,7263,0.0,766198926,0.0,Generation X,73832,10377.599496153429
416,Antigua and Barbuda,1999,male,35-54 years,0,9537,0.0,766198926,0.0,Boomers,73832,10377.599496153429
417,Antigua and Barbuda,1999,male,5-14 years,0,7805,0.0,766198926,0.0,Millenials,73832,10377.599496153429
418,Antigua and Barbuda,1999,male,55-74 years,0,3276,0.0,766198926,0.0,Silent,73832,10377.599496153429
419,Antigua and Barbuda,1999,male,75+ years,0,947,0.0,766198926,0.0,GI Generation,73832,10377.599496153429
420,Antigua and Barbuda,2000,male,55-74 years,1,3333,0.0,830158778,30.0,Silent,75326,11020.879616599846
421,Antigua and Barbuda,2000,male,35-54 years,1,10033,0.0,830158778,9.97,Generation X,75326,11020.879616599846
422,Antigua and Barbuda,2000,female,15-24 years,0,6616,0.0,830158778,0.0,Millenials,75326,11020.879616599846
423,Antigua and Barbuda,2000,female,25-34 years,0,8595,0.0,830158778,0.0,Generation X,75326,11020.879616599846
424,Antigua and Barbuda,2000,female,35-54 years,0,11040,0.0,830158778,0.0,Generation X,75326,11020.879616599846
425,Antigua and Barbuda,2000,female,5-14 years,0,8439,0.0,830158778,0.0,Millenials,75326,11020.879616599846
426,Antigua and Barbuda,2000,female,55-74 years,0,3986,0.0,830158778,0.0,Silent,75326,11020.879616599846
427,Antigua and Barbuda,2000,female,75+ years,0,1413,0.0,830158778,0.0,GI Generation,75326,11020.879616599846
428,Antigua and Barbuda,2000,male,15-24 years,0,5783,0.0,830158778,0.0,Millenials,75326,11020.879616599846
429,Antigua and Barbuda,2000,male,25-34 years,0,7177,0.0,830158778,0.0,Generation X,75326,11020.879616599846
430,Antigua and Barbuda,2000,male,5-14 years,0,7973,0.0,830158778,0.0,Millenials,75326,11020.879616599846
431,Antigua and Barbuda,2000,male,75+ years,0,938,0.0,830158778,0.0,GI Generation,75326,11020.879616599846
432,Antigua and Barbuda,2001,male,35-54 years,2,10281,0.0,800740259,19.45,Generation X,76497,10467.603422356433
433,Antigua and Barbuda,2001,female,15-24 years,0,6902,0.0,800740259,0.0,Millenials,76497,10467.603422356433
434,Antigua and Barbuda,2001,female,25-34 years,0,8425,0.0,800740259,0.0,Generation X,76497,10467.603422356433
